Municipality_DOM_ID,Value_e,Value_sl,Value_sc,gefs_thunder,gefs_hail,gefs_large_hail,gefs_very_large_hail,gefs_cape,gefs_shear,gefs_rh700,gefs_grid_points,gefs_forecast_hour,gefs_valid_time,gefs_model_run,ecmwf_thunder,ecmwf_organised_thunder,ecmwf_mucape,ecmwf_rh700,ecmwf_tp3h,ecmwf_shear,ecmwf_grid_points,icon_thunder,ecmwf_hail,ecmwf_large_hail,ecmwf_very_large_hail,icon_hail,icon_large_hail,icon_very_large_hail,thunder_signal,thunder_models_available,thunder_model_spread,thunder_models_ge10,thunder_models_ge40,thunder_models_ge50,thunder_level,thunder_color,thunder_label_sr,thunder_label_en,thunder_confidence,thunder_dominant_model,thunder_source_models,hail_signal,hail_models_available,hail_model_spread,hail_models_ge10,hail_models_ge40,hail_models_ge50,hail_level,hail_color,hail_label_sr,hail_label_en,hail_confidence,hail_dominant_model,hail_source_models,large_hail_signal,large_hail_models_available,large_hail_model_spread,large_hail_models_ge10,large_hail_models_ge40,large_hail_models_ge50,large_hail_level,large_hail_color,large_hail_label_sr,large_hail_label_en,large_hail_confidence,large_hail_dominant_model,large_hail_source_models,very_large_hail_signal,very_large_hail_models_available,very_large_hail_model_spread,very_large_hail_models_ge10,very_large_hail_models_ge40,very_large_hail_models_ge50,very_large_hail_level,very_large_hail_color,very_large_hail_label_sr,very_large_hail_label_en,very_large_hail_confidence,very_large_hail_dominant_model,very_large_hail_source_models,storm_overview_level,storm_overview_color,storm_overview_label_sr,storm_overview_label_en,storm_dominant_hazard,storm_overview_confidence,forecast_hour,reference_run,valid_time,product_family,product_status,probability_status,data_source_status,institutional_status
90085,ĐAKOVICA,ĐAKOVICA,ЂАКОВИЦА,0.0,0.0,0.0,0.0,0.0,8.32577850034911,53.75,9,51,2026-08-22T03:00:00Z,2026-08-20T00:00:00Z,0.0,0.0,0.0,54.1,0.0,6.4,9,,0.0,0.0,0.0,,,,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,NONE,MODERATE,21,2026-08-21T06:00:00+00:00,2026-08-22T03:00:00+00:00,STORMS,EXPERIMENTAL,DEVELOPMENTAL MULTIMODEL SIGNAL - NOT CALIBRATED PROBABILITY,PUBLIC OPEN-DATA SERVICES,INDEPENDENT PROJECT - NOT AN OFFICIAL RHMZ WARNING PRODUCT
71048,JAGODINA-GRAD,JAGODINA-GRAD,ЈАГОДИНА-ГРАД,0.0,0.0,0.0,0.0,0.0,15.82838650751095,59.79708480834961,10,51,2026-08-22T03:00:00Z,2026-08-20T00:00:00Z,0.0,0.0,0.0,59.9,0.0,12.9,10,,0.0,0.0,0.0,,,,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,NONE,MODERATE,21,2026-08-21T06:00:00+00:00,2026-08-22T03:00:00+00:00,STORMS,EXPERIMENTAL,DEVELOPMENTAL MULTIMODEL SIGNAL - NOT CALIBRATED PROBABILITY,PUBLIC OPEN-DATA SERVICES,INDEPENDENT PROJECT - NOT AN OFFICIAL RHMZ WARNING PRODUCT
70769,LJIG,LJIG,ЉИГ,0.0,0.0,0.0,0.0,0.0,14.715003604414658,60.88008880615234,8,51,2026-08-22T03:00:00Z,2026-08-20T00:00:00Z,0.0,0.0,0.0,61.9,0.0,11.8,8,,0.0,0.0,0.0,,,,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,NONE,MODERATE,21,2026-08-21T06:00:00+00:00,2026-08-22T03:00:00+00:00,STORMS,EXPERIMENTAL,DEVELOPMENTAL MULTIMODEL SIGNAL - NOT CALIBRATED PROBABILITY,PUBLIC OPEN-DATA SERVICES,INDEPENDENT PROJECT - NOT AN OFFICIAL RHMZ WARNING PRODUCT
70777,LJUBOVIJA,LJUBOVIJA,ЉУБОВИЈА,0.0,0.0,0.0,0.0,0.0,13.072802965996033,67.11431121826172,9,51,2026-08-22T03:00:00Z,2026-08-20T00:00:00Z,0.0,0.0,0.0,58.0,0.0,7.9,9,,0.0,0.0,0.0,,,,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,NONE,MODERATE,21,2026-08-21T06:00:00+00:00,2026-08-22T03:00:00+00:00,STORMS,EXPERIMENTAL,DEVELOPMENTAL MULTIMODEL SIGNAL - NOT CALIBRATED PROBABILITY,PUBLIC OPEN-DATA SERVICES,INDEPENDENT PROJECT - NOT AN OFFICIAL RHMZ WARNING PRODUCT
71196,ĆIĆEVAC,ĆIĆEVAC,ЋИЋЕВАЦ,0.0,0.0,0.0,0.0,0.0,14.30885594971457,60.09999847412109,6,51,2026-08-22T03:00:00Z,2026-08-20T00:00:00Z,0.0,0.0,0.0,49.9,0.0,9.9,6,,0.0,0.0,0.0,,,,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,NONE,MODERATE,21,2026-08-21T06:00:00+00:00,2026-08-22T03:00:00+00:00,STORMS,EXPERIMENTAL,DEVELOPMENTAL MULTIMODEL SIGNAL - NOT CALIBRATED PROBABILITY,PUBLIC OPEN-DATA SERVICES,INDEPENDENT PROJECT - NOT AN OFFICIAL RHMZ WARNING PRODUCT
71200,ĆUPRIJA,ĆUPRIJA,ЋУПРИЈА,0.0,0.0,0.0,0.0,0.0,15.712321017300342,59.79708480834961,8,51,2026-08-22T03:00:00Z,2026-08-20T00:00:00Z,0.0,0.0,0.0,56.0,0.0,12.1,8,,0.0,0.0,0.0,,,,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,NONE,MODERATE,21,2026-08-21T06:00:00+00:00,2026-08-22T03:00:00+00:00,STORMS,EXPERIMENTAL,DEVELOPMENTAL MULTIMODEL SIGNAL - NOT CALIBRATED PROBABILITY,PUBLIC OPEN-DATA SERVICES,INDEPENDENT PROJECT - NOT AN OFFICIAL RHMZ WARNING PRODUCT
80012,ADA,ADA,АДА,0.0,0.0,0.0,0.0,0.0,12.706718205672455,65.27500343322754,6,51,2026-08-22T03:00:00Z,2026-08-20T00:00:00Z,0.0,0.0,283.8,59.3,0.0,9.6,6,,0.0,0.0,0.0,,,,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,NONE,MODERATE,21,2026-08-21T06:00:00+00:00,2026-08-22T03:00:00+00:00,STORMS,EXPERIMENTAL,DEVELOPMENTAL MULTIMODEL SIGNAL - NOT CALIBRATED PROBABILITY,PUBLIC OPEN-DATA SERVICES,INDEPENDENT PROJECT - NOT AN OFFICIAL RHMZ WARNING PRODUCT
70017,ALEKSANDROVAC,ALEKSANDROVAC,АЛЕКСАНДРОВАЦ,0.0,0.0,0.0,0.0,0.0,14.467735369219582,60.09999847412109,11,51,2026-08-22T03:00:00Z,2026-08-20T00:00:00Z,0.0,0.0,0.0,55.8,0.0,9.8,11,,0.0,0.0,0.0,,,,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,NONE,MODERATE,21,2026-08-21T06:00:00+00:00,2026-08-22T03:00:00+00:00,STORMS,EXPERIMENTAL,DEVELOPMENTAL MULTIMODEL SIGNAL - NOT CALIBRATED PROBABILITY,PUBLIC OPEN-DATA SERVICES,INDEPENDENT PROJECT - NOT AN OFFICIAL RHMZ WARNING PRODUCT
70025,ALEKSINAC,ALEKSINAC,АЛЕКСИНАЦ,0.0,0.0,0.0,0.0,0.0,14.30885594971457,60.70684814453125,11,51,2026-08-22T03:00:00Z,2026-08-20T00:00:00Z,0.0,0.0,0.0,49.6,0.0,9.6,11,,0.0,0.0,0.0,,,,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,NONE,MODERATE,21,2026-08-21T06:00:00+00:00,2026-08-22T03:00:00+00:00,STORMS,EXPERIMENTAL,DEVELOPMENTAL MULTIMODEL SIGNAL - NOT CALIBRATED PROBABILITY,PUBLIC OPEN-DATA SERVICES,INDEPENDENT PROJECT - NOT AN OFFICIAL RHMZ WARNING PRODUCT
80039,ALIBUNAR,ALIBUNAR,АЛИБУНАР,0.0,0.0,0.0,0.0,0.0,15.28020094566169,63.90000057220459,9,51,2026-08-22T03:00:00Z,2026-08-20T00:00:00Z,0.0,0.0,0.1,65.0,0.0,10.3,9,,0.0,0.0,0.0,,,,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0.0,2,0.0,0,0,0,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,MODERATE,ECMWF ENS,ECMWF ENS | GEFS,0,GREEN,БЕЗ ЗНАЧАЈНОГ РИЗИКА,NO SIGNIFICANT RISK,NONE,MODERATE,21,2026-08-21T06:00:00+00:00,2026-08-22T03:00:00+00:00,STORMS,EXPERIMENTAL,DEVELOPMENTAL MULTIMODEL SIGNAL - NOT CALIBRATED PROBABILITY,PUBLIC OPEN-DATA SERVICES,INDEPENDENT PROJECT - NOT AN OFFICIAL RHMZ WARNING PRODUCT
