Municipality_DOM_ID,Value_e,Value_sl,Value_sc,forecast_hour,valid_time,local_time,gefs_heat_index,gefs_heat_index_p90,gefs_t2m,gefs_rh2m,icon_heat_index,icon_heat_index_p90,icon_t2m,icon_rh2m,multimodel_heat_index,p_below_27,p_27_32,p_32_41,p_41_54,p_ge_54,dominant_category,heat_stress_category_sr,heat_stress_color,dominant_category_probability,models_available,source_models,model_spread_c,confidence,gefs_members,icon_members,status,day_weight,night_weight,thermal_stress_mode,night_key,night_qc,gefs_night_complete,icon_night_complete,p_tmin_lt20,p_tmin_20_22,p_tmin_22_24,p_tmin_24_26,p_tmin_ge26,gefs_night_tmin,icon_night_tmin,multimodel_night_tmin,night_score,thermal_stress_score,thermal_stress_color,thermal_stress_valid_time,thermal_stress_local_time,status_24h
80012,ADA,ADA,АДА,90,2026-08-28T18:00:00+00:00,2026-08-28T20:00:00+02:00,29.1,31.1,30.2,28.0,29.5,32.8,29.8,37.8,29.3,17.0,70.1,12.9,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,70.1,2,GEFS | ICON global EPS,0.4,HIGH,31,40,EXPERIMENTAL / NOT CALIBRATED,0.333,0.667,TRANSITION,2026-08-29,COMPLETE,True,False,12.9,25.8,45.2,16.1,0.0,22.4,,22.4,1.645,1.416,YELLOW,2026-08-28T18:00:00+00:00,2026-08-28T20:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
80209,KIKINDA,KIKINDA,КИКИНДА,90,2026-08-28T18:00:00+00:00,2026-08-28T20:00:00+02:00,28.8,31.0,30.3,27.5,28.5,31.6,28.7,38.6,28.7,20.8,73.9,5.4,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,73.9,2,GEFS | ICON global EPS,0.4,HIGH,31,40,EXPERIMENTAL / NOT CALIBRATED,0.333,0.667,TRANSITION,2026-08-29,COMPLETE,True,False,3.2,35.5,32.3,25.8,3.2,22.9,,22.9,1.903,1.551,ORANGE,2026-08-28T18:00:00+00:00,2026-08-28T20:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
80365,SENTA,SENTA,СЕНТА,90,2026-08-28T18:00:00+00:00,2026-08-28T20:00:00+02:00,28.8,31.0,30.2,27.7,29.5,32.8,29.8,37.8,29.2,17.0,70.1,12.9,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,70.1,2,GEFS | ICON global EPS,0.7,HIGH,31,40,EXPERIMENTAL / NOT CALIBRATED,0.333,0.667,TRANSITION,2026-08-29,COMPLETE,True,False,12.9,35.5,41.9,9.7,0.0,22.3,,22.3,1.484,1.309,YELLOW,2026-08-28T18:00:00+00:00,2026-08-28T20:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
80489,ČOKA,ČOKA,ЧОКА,90,2026-08-28T18:00:00+00:00,2026-08-28T20:00:00+02:00,28.7,31.2,30.4,27.4,29.5,32.8,29.8,37.8,29.1,17.0,70.1,12.9,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,70.1,2,GEFS | ICON global EPS,0.8,HIGH,31,40,EXPERIMENTAL / NOT CALIBRATED,0.333,0.667,TRANSITION,2026-08-29,COMPLETE,True,False,9.7,32.3,35.5,22.6,0.0,22.6,,22.6,1.71,1.459,YELLOW,2026-08-28T18:00:00+00:00,2026-08-28T20:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
80276,NOVI KNEŽEVAC,NOVI KNEŽEVAC,НОВИ КНЕЖЕВАЦ,90,2026-08-28T18:00:00+00:00,2026-08-28T20:00:00+02:00,28.7,31.2,30.4,27.4,29.6,33.1,30.1,37.2,29.1,17.0,68.9,14.1,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,68.9,2,GEFS | ICON global EPS,0.9,HIGH,31,40,EXPERIMENTAL / NOT CALIBRATED,0.333,0.667,TRANSITION,2026-08-29,COMPLETE,True,False,9.7,32.3,35.5,22.6,0.0,22.6,,22.6,1.71,1.463,YELLOW,2026-08-28T18:00:00+00:00,2026-08-28T20:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
80195,KANJIŽA,KANJIŽA,КАЊИЖА,90,2026-08-28T18:00:00+00:00,2026-08-28T20:00:00+02:00,28.8,31.0,30.2,27.7,29.6,33.1,30.1,37.2,29.2,17.0,68.9,14.1,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,68.9,2,GEFS | ICON global EPS,0.8,HIGH,31,40,EXPERIMENTAL / NOT CALIBRATED,0.333,0.667,TRANSITION,2026-08-29,COMPLETE,True,False,12.9,35.5,41.9,9.7,0.0,22.3,,22.3,1.484,1.313,YELLOW,2026-08-28T18:00:00+00:00,2026-08-28T20:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
70521,ŽABARI,ŽABARI,ЖАБАРИ,90,2026-08-28T18:00:00+00:00,2026-08-28T20:00:00+02:00,27.7,29.2,28.6,32.3,27.9,30.7,28.0,41.6,27.8,30.2,68.5,1.2,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,68.5,2,GEFS | ICON global EPS,0.2,HIGH,31,40,EXPERIMENTAL / NOT CALIBRATED,0.333,0.667,TRANSITION,2026-08-29,COMPLETE,True,False,38.7,54.8,6.5,0.0,0.0,20.4,,20.4,0.677,0.688,YELLOW,2026-08-28T18:00:00+00:00,2026-08-28T20:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
70530,ŽAGUBICA,ŽAGUBICA,ЖАГУБИЦА,90,2026-08-28T18:00:00+00:00,2026-08-28T20:00:00+02:00,23.9,26.0,23.9,38.9,23.1,25.0,23.1,52.4,23.5,100.0,0.0,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,100.0,2,GEFS | ICON global EPS,0.7,HIGH,31,40,EXPERIMENTAL / NOT CALIBRATED,0.333,0.667,TRANSITION,2026-08-29,COMPLETE,True,False,93.5,3.2,3.2,0.0,0.0,17.0,,17.0,0.097,0.065,GREEN,2026-08-28T18:00:00+00:00,2026-08-28T20:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
70912,PETROVAC NA MLAVI,PETROVAC NA MLAVI,ПЕТРОВАЦ НА МЛАВИ,90,2026-08-28T18:00:00+00:00,2026-08-28T20:00:00+02:00,26.3,27.6,26.3,35.7,26.4,28.8,26.4,44.0,26.3,65.8,34.2,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,65.8,2,GEFS | ICON global EPS,0.1,HIGH,31,40,EXPERIMENTAL / NOT CALIBRATED,0.333,0.667,TRANSITION,2026-08-29,COMPLETE,True,False,77.4,19.4,3.2,0.0,0.0,18.9,,18.9,0.258,0.286,GREEN,2026-08-28T18:00:00+00:00,2026-08-28T20:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
70696,KUČEVO,KUČEVO,КУЧЕВО,90,2026-08-28T18:00:00+00:00,2026-08-28T20:00:00+02:00,25.2,26.7,25.2,38.7,23.6,25.5,23.6,51.8,24.4,96.8,3.2,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,96.8,2,GEFS | ICON global EPS,1.6,HIGH,31,40,EXPERIMENTAL / NOT CALIBRATED,0.333,0.667,TRANSITION,2026-08-29,COMPLETE,True,False,87.1,9.7,3.2,0.0,0.0,18.4,,18.4,0.161,0.118,GREEN,2026-08-28T18:00:00+00:00,2026-08-28T20:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
