Municipality_DOM_ID,Value_e,Value_sl,Value_sc,forecast_hour,valid_time,local_time,gefs_heat_index,gefs_heat_index_p90,gefs_t2m,gefs_rh2m,icon_heat_index,icon_heat_index_p90,icon_t2m,icon_rh2m,multimodel_heat_index,p_below_27,p_27_32,p_32_41,p_41_54,p_ge_54,dominant_category,heat_stress_category_sr,heat_stress_color,dominant_category_probability,models_available,source_models,model_spread_c,confidence,gefs_members,icon_members,status,day_weight,night_weight,thermal_stress_mode,night_key,night_qc,gefs_night_complete,icon_night_complete,p_tmin_lt20,p_tmin_20_22,p_tmin_22_24,p_tmin_24_26,p_tmin_ge26,gefs_night_tmin,icon_night_tmin,multimodel_night_tmin,night_score,thermal_stress_score,thermal_stress_color,thermal_stress_valid_time,thermal_stress_local_time,status_24h
80012,ADA,ADA,АДА,63,2026-08-25T15:00:00+00:00,2026-08-25T17:00:00+02:00,31.7,33.7,33.9,21.3,,,,,31.7,6.5,48.4,45.2,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,48.4,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,1.388,YELLOW,2026-08-25T15:00:00+00:00,2026-08-25T17:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
80209,KIKINDA,KIKINDA,КИКИНДА,63,2026-08-25T15:00:00+00:00,2026-08-25T17:00:00+02:00,32.2,33.8,34.3,19.2,,,,,32.2,0.0,48.4,51.6,0.0,0.0,32_41,Изражен топлотни стрес,ORANGE,51.6,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,1.516,ORANGE,2026-08-25T15:00:00+00:00,2026-08-25T17:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
80365,SENTA,SENTA,СЕНТА,63,2026-08-25T15:00:00+00:00,2026-08-25T17:00:00+02:00,31.3,33.3,33.4,20.5,,,,,31.3,6.5,61.3,32.3,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,61.3,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,1.259,YELLOW,2026-08-25T15:00:00+00:00,2026-08-25T17:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
80489,ČOKA,ČOKA,ЧОКА,63,2026-08-25T15:00:00+00:00,2026-08-25T17:00:00+02:00,31.9,33.3,33.9,19.5,,,,,31.9,9.7,45.2,45.2,0.0,0.0,32_41,Изражен топлотни стрес,ORANGE,45.2,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,1.356,YELLOW,2026-08-25T15:00:00+00:00,2026-08-25T17:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
80276,NOVI KNEŽEVAC,NOVI KNEŽEVAC,НОВИ КНЕЖЕВАЦ,63,2026-08-25T15:00:00+00:00,2026-08-25T17:00:00+02:00,31.9,33.3,33.9,19.5,,,,,31.9,9.7,45.2,45.2,0.0,0.0,32_41,Изражен топлотни стрес,ORANGE,45.2,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,1.356,YELLOW,2026-08-25T15:00:00+00:00,2026-08-25T17:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
80195,KANJIŽA,KANJIŽA,КАЊИЖА,63,2026-08-25T15:00:00+00:00,2026-08-25T17:00:00+02:00,31.3,33.3,33.4,20.5,,,,,31.3,6.5,61.3,32.3,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,61.3,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,1.259,YELLOW,2026-08-25T15:00:00+00:00,2026-08-25T17:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
70521,ŽABARI,ŽABARI,ЖАБАРИ,63,2026-08-25T15:00:00+00:00,2026-08-25T17:00:00+02:00,33.2,35.1,35.7,16.9,,,,,33.2,3.2,22.6,74.2,0.0,0.0,32_41,Изражен топлотни стрес,ORANGE,74.2,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,1.71,ORANGE,2026-08-25T15:00:00+00:00,2026-08-25T17:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
70530,ŽAGUBICA,ŽAGUBICA,ЖАГУБИЦА,63,2026-08-25T15:00:00+00:00,2026-08-25T17:00:00+02:00,30.7,31.8,32.4,24.1,,,,,30.7,6.5,83.9,9.7,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,83.9,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,1.033,YELLOW,2026-08-25T15:00:00+00:00,2026-08-25T17:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
70912,PETROVAC NA MLAVI,PETROVAC NA MLAVI,ПЕТРОВАЦ НА МЛАВИ,63,2026-08-25T15:00:00+00:00,2026-08-25T17:00:00+02:00,32.2,33.8,34.1,19.6,,,,,32.2,6.5,38.7,54.8,0.0,0.0,32_41,Изражен топлотни стрес,ORANGE,54.8,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,1.483,YELLOW,2026-08-25T15:00:00+00:00,2026-08-25T17:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
70696,KUČEVO,KUČEVO,КУЧЕВО,63,2026-08-25T15:00:00+00:00,2026-08-25T17:00:00+02:00,31.1,32.8,32.9,26.0,,,,,31.1,6.5,67.7,25.8,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,67.7,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,1.193,YELLOW,2026-08-25T15:00:00+00:00,2026-08-25T17:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
