Municipality_DOM_ID,Value_e,Value_sl,Value_sc,forecast_hour,valid_time,local_time,gefs_heat_index,gefs_heat_index_p90,gefs_t2m,gefs_rh2m,icon_heat_index,icon_heat_index_p90,icon_t2m,icon_rh2m,multimodel_heat_index,p_below_27,p_27_32,p_32_41,p_41_54,p_ge_54,dominant_category,heat_stress_category_sr,heat_stress_color,dominant_category_probability,models_available,source_models,model_spread_c,confidence,gefs_members,icon_members,status,day_weight,night_weight,thermal_stress_mode,night_key,night_qc,gefs_night_complete,icon_night_complete,p_tmin_lt20,p_tmin_20_22,p_tmin_22_24,p_tmin_24_26,p_tmin_ge26,gefs_night_tmin,icon_night_tmin,multimodel_night_tmin,night_score,thermal_stress_score,thermal_stress_color,thermal_stress_valid_time,thermal_stress_local_time,status_24h
80012,ADA,ADA,АДА,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,27.6,28.1,28.7,29.0,,,,,27.6,12.9,87.1,0.0,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,87.1,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.871,YELLOW,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
80209,KIKINDA,KIKINDA,КИКИНДА,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,27.3,28.2,28.4,28.8,,,,,27.3,29.0,71.0,0.0,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,71.0,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.71,YELLOW,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
80365,SENTA,SENTA,СЕНТА,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,27.3,28.0,28.3,30.3,,,,,27.3,32.3,67.7,0.0,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,67.7,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.677,YELLOW,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
80489,ČOKA,ČOKA,ЧОКА,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,27.3,27.9,28.3,29.9,,,,,27.3,38.7,61.3,0.0,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,61.3,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.613,YELLOW,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
80276,NOVI KNEŽEVAC,NOVI KNEŽEVAC,НОВИ КНЕЖЕВАЦ,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,27.3,27.9,28.3,29.9,,,,,27.3,38.7,61.3,0.0,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,61.3,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.613,YELLOW,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
80195,KANJIŽA,KANJIŽA,КАЊИЖА,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,27.3,28.0,28.3,30.3,,,,,27.3,32.3,67.7,0.0,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,67.7,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.677,YELLOW,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
70521,ŽABARI,ŽABARI,ЖАБАРИ,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,26.6,27.3,27.3,29.1,,,,,26.6,83.9,16.1,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,83.9,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.161,GREEN,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
70530,ŽAGUBICA,ŽAGUBICA,ЖАГУБИЦА,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,23.7,24.9,23.7,36.7,,,,,23.7,100.0,0.0,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,100.0,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.0,GREEN,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
70912,PETROVAC NA MLAVI,PETROVAC NA MLAVI,ПЕТРОВАЦ НА МЛАВИ,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,25.5,26.1,25.5,32.9,,,,,25.5,100.0,0.0,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,100.0,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.0,GREEN,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
70696,KUČEVO,KUČEVO,КУЧЕВО,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,24.5,25.5,24.5,35.2,,,,,24.5,100.0,0.0,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,100.0,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.0,GREEN,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
70807,MALO CRNIĆE,MALO CRNIĆE,МАЛО ЦРНИЋЕ,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,26.6,27.3,27.3,29.1,,,,,26.6,83.9,16.1,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,83.9,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.161,GREEN,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
70475,GOLUBAC,GOLUBAC,ГОЛУБАЦ,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,25.1,26.2,25.1,33.6,,,,,25.1,100.0,0.0,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,100.0,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.0,GREEN,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
70947,POŽAREVAC-GRAD,POŽAREVAC-GRAD,ПОЖАРЕВАЦ-ГРАД,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,26.7,27.4,27.5,29.4,,,,,26.7,77.4,22.6,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,77.4,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.226,GREEN,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
70394,VELIKO GRADIŠTE,VELIKO GRADIŠTE,ВЕЛИКО ГРАДИШТЕ,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,26.4,26.7,26.5,31.0,,,,,26.4,96.8,3.2,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,96.8,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.032,GREEN,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
70602,KNJAŽEVAC,KNJAŽEVAC,КЊАЖЕВАЦ,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,25.2,26.0,25.2,29.3,,,,,25.2,100.0,0.0,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,100.0,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.0,GREEN,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
71129,SOKOBANJA,SOKOBANJA,СОКОБАЊА,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,26.0,26.6,26.0,29.7,,,,,26.0,93.5,6.5,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,93.5,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.065,GREEN,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
70319,BOLJEVAC,BOLJEVAC,БОЉЕВАЦ,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,26.0,26.6,26.0,29.7,,,,,26.0,93.5,6.5,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,93.5,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.065,GREEN,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
70556,ZAJEČAR-GRAD,ZAJEČAR-GRAD,ЗАЈЕЧАР-ГРАД,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,26.5,26.8,27.0,28.5,,,,,26.5,90.3,9.7,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,90.3,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.097,GREEN,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
70327,BOR,BOR,БОР,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,25.4,26.2,25.4,31.4,,,,,25.4,93.5,6.5,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,93.5,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.065,GREEN,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
70840,NEGOTIN,NEGOTIN,НЕГОТИН,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,27.3,27.9,28.4,26.7,,,,,27.3,29.0,71.0,0.0,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,71.0,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.71,YELLOW,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
70785,MAJDANPEK,MAJDANPEK,МАЈДАНПЕК,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,24.6,26.1,24.6,34.1,,,,,24.6,100.0,0.0,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,100.0,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.0,GREEN,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
70572,KLADOVO,KLADOVO,КЛАДОВО,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,26.7,27.5,27.5,29.5,,,,,26.7,74.2,25.8,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,74.2,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.258,GREEN,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
80225,KOVIN,KOVIN,КОВИН,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,26.9,27.8,27.8,28.7,,,,,26.9,58.1,41.9,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,58.1,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.419,GREEN,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
80098,BELA CRKVA,BELA CRKVA,БЕЛА ЦРКВА,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,26.6,27.4,27.3,29.6,,,,,26.6,74.2,25.8,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,74.2,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.258,GREEN,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
80292,OPOVO,OPOVO,ОПОВО,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,27.1,27.9,28.1,28.5,,,,,27.1,38.7,61.3,0.0,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,61.3,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.613,YELLOW,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
80217,KOVAČICA,KOVAČICA,КОВАЧИЦА,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,27.1,27.9,27.9,28.6,,,,,27.1,45.2,54.8,0.0,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,54.8,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.548,YELLOW,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
80128,VRŠAC,VRŠAC,ВРШАЦ,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,26.6,27.4,27.3,29.6,,,,,26.6,74.2,25.8,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,74.2,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.258,GREEN,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
80039,ALIBUNAR,ALIBUNAR,АЛИБУНАР,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,27.0,27.8,28.0,28.4,,,,,27.0,48.4,51.6,0.0,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,51.6,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.516,YELLOW,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
80349,PLANDIŠTE,PLANDIŠTE,ПЛАНДИШТЕ,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,27.2,27.9,28.1,28.9,,,,,27.2,45.2,54.8,0.0,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,54.8,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.548,YELLOW,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
80314,PANČEVO-GRAD,PANČEVO-GRAD,ПАНЧЕВО-ГРАД,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,26.8,27.6,27.7,29.6,,,,,26.8,77.4,22.6,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,77.4,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.226,GREEN,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
71269,ŠABAC-GRAD,ŠABAC-GRAD,ШАБАЦ-ГРАД,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,27.6,28.7,28.8,27.0,,,,,27.6,25.8,74.2,0.0,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,74.2,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.742,YELLOW,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
70289,BOGATIĆ,BOGATIĆ,БОГАТИЋ,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,27.6,28.7,28.8,27.0,,,,,27.6,25.8,74.2,0.0,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,74.2,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.742,YELLOW,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
70777,LJUBOVIJA,LJUBOVIJA,ЉУБОВИЈА,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,26.4,27.6,26.8,30.3,,,,,26.4,67.7,32.3,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,67.7,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.323,GREEN,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
70661,KRUPANJ,KRUPANJ,КРУПАЊ,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,27.2,28.8,28.4,27.4,,,,,27.2,45.2,54.8,0.0,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,54.8,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.548,YELLOW,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
70793,MALI ZVORNIK,MALI ZVORNIK,МАЛИ ЗВОРНИК,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,26.4,28.1,26.9,30.5,,,,,26.4,67.7,32.3,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,67.7,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.323,GREEN,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
70637,KOCELJEVA,KOCELJEVA,КОЦЕЉЕВА,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,27.1,28.1,28.1,27.6,,,,,27.1,45.2,54.8,0.0,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,54.8,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.548,YELLOW,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
70734,LOZNICA-GRAD,LOZNICA-GRAD,ЛОЗНИЦА-ГРАД,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,27.5,29.8,28.8,26.6,,,,,27.5,35.5,64.5,0.0,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,64.5,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.645,YELLOW,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
70408,VLADIMIRCI,VLADIMIRCI,ВЛАДИМИРЦИ,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,27.1,28.1,28.1,27.6,,,,,27.1,45.2,54.8,0.0,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,54.8,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.548,YELLOW,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
70181,BEOGRAD-NOVI BEOGRAD,BEOGRAD-NOVI BEOGRAD,БЕОГРАД-НОВИ БЕОГРАД,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,26.8,27.6,27.6,29.7,,,,,26.8,74.2,25.8,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,74.2,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.258,GREEN,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
71293,BEOGRAD-SURČIN,BEOGRAD-SURČIN,БЕОГРАД-СУРЧИН,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,27.1,27.9,28.1,28.3,,,,,27.1,41.9,58.1,0.0,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,58.1,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.581,YELLOW,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
70157,BEOGRAD-ZEMUN,BEOGRAD-ZEMUN,БЕОГРАД-ЗЕМУН,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,27.2,28.1,28.2,28.3,,,,,27.2,29.0,71.0,0.0,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,71.0,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.71,YELLOW,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
70203,BEOGRAD-PALILULA,BEOGRAD-PALILULA,БЕОГРАД-ПАЛИЛУЛА,81,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,27.1,27.9,28.1,28.5,,,,,27.1,38.7,61.3,0.0,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,61.3,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED,1.0,0.0,DAY,,NOT_APPLICABLE,False,False,,,,,,,,,,0.613,YELLOW,2026-09-04T09:00:00+00:00,2026-09-04T11:00:00+02:00,EXPERIMENTAL / NOT CALIBRATED
