Municipality_DOM_ID,Value_e,Value_sl,Value_sc,forecast_hour,valid_time,local_time,gefs_heat_index,gefs_heat_index_p90,gefs_t2m,gefs_rh2m,icon_heat_index,icon_heat_index_p90,icon_t2m,icon_rh2m,multimodel_heat_index,p_below_27,p_27_32,p_32_41,p_41_54,p_ge_54,dominant_category,heat_stress_category_sr,heat_stress_color,dominant_category_probability,models_available,source_models,model_spread_c,confidence,gefs_members,icon_members,status
80012,ADA,ADA,АДА,87,2026-08-26T15:00:00+00:00,2026-08-26T17:00:00+02:00,31.0,33.0,32.7,24.0,,,,,31.0,3.2,67.7,29.0,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,67.7,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED
80209,KIKINDA,KIKINDA,КИКИНДА,87,2026-08-26T15:00:00+00:00,2026-08-26T17:00:00+02:00,31.0,32.7,32.7,24.4,,,,,31.0,3.2,71.0,25.8,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,71.0,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED
80365,SENTA,SENTA,СЕНТА,87,2026-08-26T15:00:00+00:00,2026-08-26T17:00:00+02:00,30.7,32.3,32.6,23.4,,,,,30.7,3.2,80.6,16.1,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,80.6,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED
80489,ČOKA,ČOKA,ЧОКА,87,2026-08-26T15:00:00+00:00,2026-08-26T17:00:00+02:00,30.7,32.2,32.2,23.9,,,,,30.7,6.5,80.6,12.9,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,80.6,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED
80276,NOVI KNEŽEVAC,NOVI KNEŽEVAC,НОВИ КНЕЖЕВАЦ,87,2026-08-26T15:00:00+00:00,2026-08-26T17:00:00+02:00,30.7,32.2,32.2,23.9,,,,,30.7,6.5,80.6,12.9,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,80.6,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED
80195,KANJIŽA,KANJIŽA,КАЊИЖА,87,2026-08-26T15:00:00+00:00,2026-08-26T17:00:00+02:00,30.7,32.3,32.6,23.4,,,,,30.7,3.2,80.6,16.1,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,80.6,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED
70521,ŽABARI,ŽABARI,ЖАБАРИ,87,2026-08-26T15:00:00+00:00,2026-08-26T17:00:00+02:00,31.5,32.9,32.9,26.3,,,,,31.5,3.2,67.7,29.0,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,67.7,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED
70530,ŽAGUBICA,ŽAGUBICA,ЖАГУБИЦА,87,2026-08-26T15:00:00+00:00,2026-08-26T17:00:00+02:00,28.4,29.6,29.3,34.8,,,,,28.4,19.4,80.6,0.0,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,80.6,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED
70912,PETROVAC NA MLAVI,PETROVAC NA MLAVI,ПЕТРОВАЦ НА МЛАВИ,87,2026-08-26T15:00:00+00:00,2026-08-26T17:00:00+02:00,30.0,31.0,31.1,30.4,,,,,30.0,6.5,90.3,3.2,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,90.3,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED
70696,KUČEVO,KUČEVO,КУЧЕВО,87,2026-08-26T15:00:00+00:00,2026-08-26T17:00:00+02:00,29.3,30.5,30.4,32.2,,,,,29.3,12.9,87.1,0.0,0.0,0.0,27_32,Повишен топлотни стрес,YELLOW,87.1,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED
