Municipality_DOM_ID,Value_e,Value_sl,Value_sc,forecast_hour,valid_time,local_time,gefs_heat_index,gefs_heat_index_p90,gefs_t2m,gefs_rh2m,icon_heat_index,icon_heat_index_p90,icon_t2m,icon_rh2m,multimodel_heat_index,p_below_27,p_27_32,p_32_41,p_41_54,p_ge_54,dominant_category,heat_stress_category_sr,heat_stress_color,dominant_category_probability,models_available,source_models,model_spread_c,confidence,gefs_members,icon_members,status
80012,ADA,ADA,АДА,93,2026-09-04T21:00:00+00:00,2026-09-04T23:00:00+02:00,22.9,23.9,22.9,41.7,,,,,22.9,100.0,0.0,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,100.0,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED
80209,KIKINDA,KIKINDA,КИКИНДА,93,2026-09-04T21:00:00+00:00,2026-09-04T23:00:00+02:00,23.1,24.0,23.1,42.1,,,,,23.1,100.0,0.0,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,100.0,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED
80365,SENTA,SENTA,СЕНТА,93,2026-09-04T21:00:00+00:00,2026-09-04T23:00:00+02:00,23.2,24.1,23.2,41.0,,,,,23.2,100.0,0.0,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,100.0,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED
80489,ČOKA,ČOKA,ЧОКА,93,2026-09-04T21:00:00+00:00,2026-09-04T23:00:00+02:00,23.3,24.2,23.3,41.5,,,,,23.3,100.0,0.0,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,100.0,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED
80276,NOVI KNEŽEVAC,NOVI KNEŽEVAC,НОВИ КНЕЖЕВАЦ,93,2026-09-04T21:00:00+00:00,2026-09-04T23:00:00+02:00,23.3,24.2,23.3,41.5,,,,,23.3,100.0,0.0,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,100.0,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED
80195,KANJIŽA,KANJIŽA,КАЊИЖА,93,2026-09-04T21:00:00+00:00,2026-09-04T23:00:00+02:00,23.2,24.1,23.2,41.0,,,,,23.2,100.0,0.0,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,100.0,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED
70521,ŽABARI,ŽABARI,ЖАБАРИ,93,2026-09-04T21:00:00+00:00,2026-09-04T23:00:00+02:00,20.7,21.7,20.7,44.9,,,,,20.7,100.0,0.0,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,100.0,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED
70530,ŽAGUBICA,ŽAGUBICA,ЖАГУБИЦА,93,2026-09-04T21:00:00+00:00,2026-09-04T23:00:00+02:00,17.8,19.0,17.8,50.6,,,,,17.8,100.0,0.0,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,100.0,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED
70912,PETROVAC NA MLAVI,PETROVAC NA MLAVI,ПЕТРОВАЦ НА МЛАВИ,93,2026-09-04T21:00:00+00:00,2026-09-04T23:00:00+02:00,19.1,20.5,19.1,47.4,,,,,19.1,100.0,0.0,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,100.0,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED
70696,KUČEVO,KUČEVO,КУЧЕВО,93,2026-09-04T21:00:00+00:00,2026-09-04T23:00:00+02:00,18.2,19.4,18.2,51.1,,,,,18.2,100.0,0.0,0.0,0.0,0.0,below_27,Без значајног топлотног стреса,GREEN,100.0,1,GEFS,,LOW,31,0,EXPERIMENTAL / NOT CALIBRATED
