valid_time,Value_sc,Value_sl,Value_e,european_aqi,aqi_band,aqi_color,aqi_level,dominant_pollutant,dominant_pollutant_aqi,critical_time,pm2_5,pm10,ozone,nitrogen_dioxide,sulphur_dioxide,dust,source_domain,source,aggregation,aqi_pm2_5,aqi_pm10,aqi_no2,aqi_o3,aqi_so2
2026-08-31T00:00:00Z,МИОНИЦА,MIONICA,MIONICA,61.0,POOR,ORANGE,2,PM2.5,61.0,2026-08-31T01:00:00Z,34.6,53.4,68.0,4.0,17.5,18.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,61.0,44.0,2.0,27.0,4.0
2026-08-31T03:00:00Z,МИОНИЦА,MIONICA,MIONICA,62.0,POOR,ORANGE,2,PM2.5,62.0,2026-08-31T04:00:00Z,28.1,47.7,58.0,4.3,9.7,17.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,62.0,49.0,2.0,23.0,2.0
2026-08-31T06:00:00Z,МИОНИЦА,MIONICA,MIONICA,62.0,POOR,ORANGE,2,PM2.5,62.0,2026-08-31T06:00:00Z,26.0,39.0,86.0,4.1,10.1,19.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,62.0,51.0,2.0,34.0,2.0
2026-08-31T09:00:00Z,МИОНИЦА,MIONICA,MIONICA,63.0,POOR,ORANGE,2,PM2.5,63.0,2026-08-31T09:00:00Z,21.2,41.3,105.0,1.7,8.1,23.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,63.0,52.0,1.0,43.0,2.0
2026-08-31T12:00:00Z,МИОНИЦА,MIONICA,MIONICA,62.0,POOR,ORANGE,2,PM2.5,62.0,2026-08-31T12:00:00Z,19.6,39.2,109.0,1.3,7.3,20.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,62.0,50.0,1.0,46.0,1.0
2026-08-31T15:00:00Z,МИОНИЦА,MIONICA,MIONICA,62.0,POOR,ORANGE,2,PM2.5,62.0,2026-08-31T15:00:00Z,20.3,33.8,106.0,4.0,5.7,16.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,62.0,47.0,2.0,44.0,1.0
2026-08-31T18:00:00Z,МИОНИЦА,MIONICA,MIONICA,61.0,POOR,ORANGE,2,PM2.5,61.0,2026-08-31T18:00:00Z,23.3,34.8,87.0,7.4,5.2,15.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,61.0,46.0,4.0,35.0,1.0
2026-08-31T21:00:00Z,МИОНИЦА,MIONICA,MIONICA,59.0,MODERATE,YELLOW,1,PM2.5,59.0,2026-08-31T21:00:00Z,23.2,36.1,62.0,7.2,5.2,13.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,59.0,43.0,4.0,25.0,1.0
2026-09-01T00:00:00Z,МИОНИЦА,MIONICA,MIONICA,65.0,POOR,ORANGE,2,PM10,65.0,2026-09-01T02:00:00Z,22.8,58.4,56.0,13.4,6.6,66.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,53.0,65.0,7.0,22.0,1.0
2026-09-01T03:00:00Z,МИОНИЦА,MIONICA,MIONICA,65.0,POOR,ORANGE,2,PM10,65.0,2026-09-01T03:00:00Z,21.1,54.1,47.0,13.4,1.3,61.0,cams_global,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,47.0,65.0,7.0,19.0,0.0
2026-09-01T06:00:00Z,МИОНИЦА,MIONICA,MIONICA,65.0,POOR,ORANGE,2,PM10,65.0,2026-09-01T06:00:00Z,20.8,47.0,114.0,5.8,4.3,48.0,cams_global,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,46.0,65.0,3.0,49.0,1.0
2026-09-01T09:00:00Z,МИОНИЦА,MIONICA,MIONICA,64.0,POOR,ORANGE,2,PM10,64.0,2026-09-01T09:00:00Z,16.9,33.4,141.0,2.4,5.2,28.0,cams_global,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,45.0,64.0,1.0,62.0,1.0
2026-09-01T12:00:00Z,МИОНИЦА,MIONICA,MIONICA,62.0,POOR,ORANGE,2,PM10,62.0,2026-09-01T12:00:00Z,15.3,32.6,140.0,1.3,4.0,29.0,cams_global,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,43.0,62.0,1.0,62.0,1.0
2026-09-01T15:00:00Z,МИОНИЦА,MIONICA,MIONICA,61.0,POOR,ORANGE,2,PM10,61.0,2026-09-01T15:00:00Z,13.0,28.4,126.0,3.2,2.8,27.0,cams_global,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,40.0,61.0,2.0,57.0,1.0
2026-09-01T18:00:00Z,МИОНИЦА,MIONICA,MIONICA,54.0,MODERATE,YELLOW,1,PM10,54.0,2026-09-01T18:00:00Z,13.4,25.6,93.0,6.3,2.6,21.0,cams_global,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,38.0,54.0,3.0,37.0,1.0
2026-09-01T21:00:00Z,МИОНИЦА,MIONICA,MIONICA,44.0,MODERATE,YELLOW,1,PM10,44.0,2026-09-01T21:00:00Z,14.3,26.5,82.0,7.7,2.7,21.0,cams_global,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,36.0,44.0,4.0,33.0,1.0
2026-09-02T00:00:00Z,МИОНИЦА,MIONICA,MIONICA,37.0,FAIR,GREEN,0,PM10,37.0,2026-09-02T00:00:00Z,13.3,23.1,75.0,7.8,2.5,15.0,cams_global,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,33.0,37.0,4.0,30.0,1.0
2026-09-02T03:00:00Z,МИОНИЦА,MIONICA,MIONICA,,,,,,,,,,,,,,,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,,,,,
2026-09-02T06:00:00Z,МИОНИЦА,MIONICA,MIONICA,,,,,,,,,,,,,,,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,,,,,
2026-09-02T09:00:00Z,МИОНИЦА,MIONICA,MIONICA,,,,,,,,,,,,,,,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,,,,,
2026-09-02T12:00:00Z,МИОНИЦА,MIONICA,MIONICA,,,,,,,,,,,,,,,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,,,,,
2026-09-02T15:00:00Z,МИОНИЦА,MIONICA,MIONICA,,,,,,,,,,,,,,,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,,,,,
2026-09-02T18:00:00Z,МИОНИЦА,MIONICA,MIONICA,,,,,,,,,,,,,,,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,,,,,
2026-09-02T21:00:00Z,МИОНИЦА,MIONICA,MIONICA,,,,,,,,,,,,,,,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,,,,,
2026-08-28T00:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,19.0,GOOD,GREEN,0,PM2.5,19.0,2026-08-28T00:00:00Z,8.7,12.7,48.0,5.2,1.3,1.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,19.0,13.0,3.0,19.0,0.0
2026-08-28T03:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,23.0,FAIR,GREEN,0,O3,23.0,2026-08-28T05:00:00Z,8.2,10.7,57.0,4.8,1.2,1.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,18.0,12.0,2.0,23.0,0.0
2026-08-28T06:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,26.0,FAIR,GREEN,0,O3,26.0,2026-08-28T08:00:00Z,6.0,8.0,65.0,3.9,1.3,0.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,17.0,12.0,2.0,26.0,0.0
2026-08-28T09:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,32.0,FAIR,GREEN,0,O3,32.0,2026-08-28T11:00:00Z,5.4,6.6,81.0,1.9,0.8,0.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,16.0,11.0,1.0,32.0,0.0
2026-08-28T12:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,37.0,FAIR,GREEN,0,O3,37.0,2026-08-28T14:00:00Z,6.8,8.1,93.0,1.5,0.6,0.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,14.0,10.0,1.0,37.0,0.0
2026-08-28T15:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,38.0,FAIR,GREEN,0,O3,38.0,2026-08-28T15:00:00Z,6.8,8.5,95.0,3.1,0.7,0.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,14.0,9.0,2.0,38.0,0.0
2026-08-28T18:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,32.0,FAIR,GREEN,0,O3,32.0,2026-08-28T18:00:00Z,6.9,9.6,79.0,3.9,0.9,0.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,14.0,9.0,2.0,32.0,0.0
2026-08-28T21:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,25.0,FAIR,GREEN,0,O3,25.0,2026-08-28T21:00:00Z,8.1,10.6,62.0,4.7,0.9,0.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,13.0,9.0,2.0,25.0,0.0
2026-08-29T00:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,21.0,FAIR,GREEN,0,O3,21.0,2026-08-29T00:00:00Z,9.0,11.0,53.0,4.2,0.8,0.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,14.0,9.0,2.0,21.0,0.0
2026-08-29T03:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,21.0,FAIR,GREEN,0,O3,21.0,2026-08-29T05:00:00Z,7.4,8.9,53.0,4.6,0.7,0.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,14.0,9.0,2.0,21.0,0.0
2026-08-29T06:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,30.0,FAIR,GREEN,0,O3,30.0,2026-08-29T08:00:00Z,6.2,8.0,74.0,2.4,1.0,0.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,13.0,9.0,1.0,30.0,0.0
2026-08-29T09:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,38.0,FAIR,GREEN,0,O3,38.0,2026-08-29T11:00:00Z,5.9,7.4,95.0,0.9,0.7,0.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,13.0,9.0,0.0,38.0,0.0
2026-08-29T12:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,40.0,FAIR,GREEN,0,O3,40.0,2026-08-29T13:00:00Z,7.0,11.7,100.0,1.0,0.7,4.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,14.0,9.0,1.0,40.0,0.0
2026-08-29T15:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,39.0,FAIR,GREEN,0,O3,39.0,2026-08-29T15:00:00Z,7.7,11.8,98.0,3.1,0.9,4.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,14.0,9.0,2.0,39.0,0.0
2026-08-29T18:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,33.0,FAIR,GREEN,0,O3,33.0,2026-08-29T18:00:00Z,8.4,11.3,82.0,6.7,1.1,1.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,14.0,10.0,3.0,33.0,0.0
2026-08-29T21:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,22.0,FAIR,GREEN,0,O3,22.0,2026-08-29T21:00:00Z,10.1,14.5,56.0,7.0,1.1,2.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,14.0,10.0,4.0,22.0,0.0
2026-08-30T00:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,18.0,GOOD,GREEN,0,O3,18.0,2026-08-30T00:00:00Z,11.0,15.5,45.0,4.8,1.0,2.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,15.0,10.0,2.0,18.0,0.0
2026-08-30T03:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,17.0,GOOD,GREEN,0,O3,17.0,2026-08-30T05:00:00Z,9.9,15.9,42.0,4.7,1.1,1.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,16.0,11.0,2.0,17.0,0.0
2026-08-30T06:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,29.0,FAIR,GREEN,0,O3,29.0,2026-08-30T08:00:00Z,9.5,15.4,73.0,3.1,1.5,1.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,16.0,12.0,2.0,29.0,0.0
2026-08-30T09:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,40.0,FAIR,GREEN,0,O3,40.0,2026-08-30T11:00:00Z,7.8,13.7,99.0,1.1,1.3,5.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,17.0,13.0,1.0,40.0,0.0
2026-08-30T12:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,40.0,FAIR,GREEN,0,O3,40.0,2026-08-30T12:00:00Z,10.7,20.1,100.0,1.0,1.2,9.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,18.0,13.0,1.0,40.0,0.0
2026-08-30T15:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,39.0,FAIR,GREEN,0,O3,39.0,2026-08-30T15:00:00Z,11.5,26.3,98.0,2.6,1.5,10.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,18.0,15.0,1.0,39.0,0.0
2026-08-30T18:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,31.0,FAIR,GREEN,0,O3,31.0,2026-08-30T18:00:00Z,11.8,22.8,78.0,7.1,1.6,10.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,19.0,17.0,4.0,31.0,0.0
2026-08-30T21:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,22.0,FAIR,GREEN,0,O3,22.0,2026-08-30T21:00:00Z,12.5,21.2,56.0,5.7,1.1,6.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,20.0,18.0,3.0,22.0,0.0
2026-08-31T00:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,21.0,FAIR,GREEN,0,PM2.5,21.0,2026-08-31T01:00:00Z,12.2,21.1,41.0,4.9,1.0,7.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,21.0,18.0,2.0,16.0,0.0
2026-08-31T03:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,21.0,FAIR,GREEN,0,PM2.5,21.0,2026-08-31T03:00:00Z,12.0,20.7,38.0,5.9,1.1,7.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,21.0,19.0,3.0,15.0,0.0
2026-08-31T06:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,29.0,FAIR,GREEN,0,O3,29.0,2026-08-31T08:00:00Z,11.2,19.6,73.0,5.0,2.0,6.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,22.0,20.0,3.0,29.0,0.0
2026-08-31T09:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,40.0,FAIR,GREEN,0,O3,40.0,2026-08-31T11:00:00Z,9.4,19.6,99.0,2.0,1.7,8.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,22.0,20.0,1.0,40.0,0.0
2026-08-31T12:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,41.0,MODERATE,YELLOW,1,O3,41.0,2026-08-31T12:00:00Z,11.3,27.9,101.0,1.4,1.4,14.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,22.0,21.0,1.0,41.0,0.0
2026-08-31T15:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,40.0,FAIR,GREEN,0,O3,40.0,2026-08-31T15:00:00Z,12.3,29.6,99.0,4.1,1.4,16.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,23.0,22.0,2.0,40.0,0.0
2026-08-31T18:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,32.0,FAIR,GREEN,0,O3,32.0,2026-08-31T18:00:00Z,12.5,27.3,80.0,7.6,1.6,12.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,23.0,22.0,4.0,32.0,0.0
2026-08-31T21:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,23.0,FAIR,GREEN,0,PM2.5,23.0,2026-08-31T21:00:00Z,12.1,22.0,58.0,6.5,1.5,7.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,23.0,23.0,3.0,23.0,0.0
2026-09-01T00:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,37.0,FAIR,GREEN,0,PM10,37.0,2026-09-01T02:00:00Z,12.5,27.6,61.0,5.8,1.6,27.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,30.0,37.0,3.0,24.0,0.0
2026-09-01T03:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,37.0,FAIR,GREEN,0,PM10,37.0,2026-09-01T03:00:00Z,13.0,29.9,67.0,5.3,1.9,28.0,cams_global,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,29.0,37.0,3.0,27.0,0.0
2026-09-01T06:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,39.0,FAIR,GREEN,0,O3,39.0,2026-09-01T08:00:00Z,12.8,28.1,97.0,3.8,2.0,26.0,cams_global,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,29.0,37.0,2.0,39.0,0.0
2026-09-01T09:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,49.0,MODERATE,YELLOW,1,O3,49.0,2026-09-01T11:00:00Z,12.2,29.6,114.0,1.2,2.0,33.0,cams_global,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,29.0,36.0,1.0,49.0,0.0
2026-09-01T12:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,51.0,MODERATE,YELLOW,1,O3,51.0,2026-09-01T13:00:00Z,15.7,45.8,116.0,0.8,1.5,53.0,cams_global,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,28.0,35.0,0.0,51.0,0.0
2026-09-01T15:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,49.0,MODERATE,YELLOW,1,O3,49.0,2026-09-01T15:00:00Z,16.0,45.6,113.0,4.9,1.3,56.0,cams_global,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,28.0,34.0,2.0,49.0,0.0
2026-09-01T18:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,34.0,FAIR,GREEN,0,O3,34.0,2026-09-01T18:00:00Z,18.6,45.8,85.0,9.5,1.6,49.0,cams_global,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,28.0,33.0,5.0,34.0,0.0
2026-09-01T21:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,35.0,FAIR,GREEN,0,PM10,35.0,2026-09-01T23:00:00Z,19.7,47.3,71.0,10.5,1.7,50.0,cams_global,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,29.0,35.0,5.0,28.0,0.0
2026-09-02T00:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,36.0,FAIR,GREEN,0,PM10,36.0,2026-09-02T01:00:00Z,19.2,44.2,60.0,10.4,1.7,45.0,cams_global,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,30.0,36.0,5.0,24.0,0.0
2026-09-02T03:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,,,,,,,,,,,,,,,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,,,,,
2026-09-02T06:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,,,,,,,,,,,,,,,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,,,,,
2026-09-02T09:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,,,,,,,,,,,,,,,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,,,,,
2026-09-02T12:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,,,,,,,,,,,,,,,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,,,,,
2026-09-02T15:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,,,,,,,,,,,,,,,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,,,,,
2026-09-02T18:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,,,,,,,,,,,,,,,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,,,,,
2026-09-02T21:00:00Z,НЕГОТИН,NEGOTIN,NEGOTIN,,,,,,,,,,,,,,,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,,,,,
2026-08-28T00:00:00Z,НИШ-МЕДИАНА,NIŠ-MEDIANA,NIŠ-MEDIANA,27.0,FAIR,GREEN,0,PM2.5,27.0,2026-08-28T00:00:00Z,10.0,11.9,54.0,5.3,4.0,1.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,27.0,17.0,3.0,22.0,1.0
2026-08-28T03:00:00Z,НИШ-МЕДИАНА,NIŠ-MEDIANA,NIŠ-MEDIANA,23.0,FAIR,GREEN,0,PM2.5,23.0,2026-08-28T03:00:00Z,9.2,12.6,55.0,6.1,2.8,1.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,23.0,15.0,3.0,22.0,1.0
2026-08-28T06:00:00Z,НИШ-МЕДИАНА,NIŠ-MEDIANA,NIŠ-MEDIANA,30.0,FAIR,GREEN,0,O3,30.0,2026-08-28T08:00:00Z,9.2,13.3,74.0,5.6,2.5,1.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,20.0,13.0,3.0,30.0,1.0
2026-08-28T09:00:00Z,НИШ-МЕДИАНА,NIŠ-MEDIANA,NIŠ-MEDIANA,38.0,FAIR,GREEN,0,O3,38.0,2026-08-28T11:00:00Z,8.6,11.0,94.0,1.6,2.2,1.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,19.0,12.0,1.0,38.0,0.0
2026-08-28T12:00:00Z,НИШ-МЕДИАНА,NIŠ-MEDIANA,NIŠ-MEDIANA,39.0,FAIR,GREEN,0,O3,39.0,2026-08-28T12:00:00Z,7.6,10.8,97.0,1.5,2.1,1.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,18.0,12.0,1.0,39.0,0.0
2026-08-28T15:00:00Z,НИШ-МЕДИАНА,NIŠ-MEDIANA,NIŠ-MEDIANA,37.0,FAIR,GREEN,0,O3,37.0,2026-08-28T15:00:00Z,7.4,11.8,93.0,3.4,1.4,2.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,18.0,12.0,2.0,37.0,0.0
2026-08-28T18:00:00Z,НИШ-МЕДИАНА,NIŠ-MEDIANA,NIŠ-MEDIANA,32.0,FAIR,GREEN,0,O3,32.0,2026-08-28T18:00:00Z,7.7,11.1,79.0,4.2,1.2,1.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,18.0,12.0,2.0,32.0,0.0
2026-08-28T21:00:00Z,НИШ-МЕДИАНА,NIŠ-MEDIANA,NIŠ-MEDIANA,26.0,FAIR,GREEN,0,O3,26.0,2026-08-28T21:00:00Z,6.7,9.7,64.0,3.8,1.0,1.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,17.0,12.0,2.0,26.0,0.0
2026-08-29T00:00:00Z,НИШ-МЕДИАНА,NIŠ-MEDIANA,NIŠ-MEDIANA,24.0,FAIR,GREEN,0,O3,24.0,2026-08-29T00:00:00Z,6.5,9.8,61.0,3.0,0.8,1.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,16.0,11.0,2.0,24.0,0.0
2026-08-29T03:00:00Z,НИШ-МЕДИАНА,NIŠ-MEDIANA,NIŠ-MEDIANA,24.0,FAIR,GREEN,0,O3,24.0,2026-08-29T05:00:00Z,6.6,9.8,60.0,3.0,1.0,1.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,15.0,11.0,2.0,24.0,0.0
2026-08-29T06:00:00Z,НИШ-МЕДИАНА,NIŠ-MEDIANA,NIŠ-MEDIANA,32.0,FAIR,GREEN,0,O3,32.0,2026-08-29T08:00:00Z,6.4,10.0,79.0,2.2,1.5,1.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,15.0,11.0,1.0,32.0,0.0
2026-08-29T09:00:00Z,НИШ-МЕДИАНА,NIŠ-MEDIANA,NIŠ-MEDIANA,39.0,FAIR,GREEN,0,O3,39.0,2026-08-29T11:00:00Z,7.4,13.3,97.0,1.2,1.7,5.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,14.0,10.0,1.0,39.0,0.0
2026-08-29T12:00:00Z,НИШ-МЕДИАНА,NIŠ-MEDIANA,NIŠ-MEDIANA,38.0,FAIR,GREEN,0,O3,38.0,2026-08-29T12:00:00Z,8.5,15.9,96.0,1.6,1.3,7.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,14.0,11.0,1.0,38.0,0.0
2026-08-29T15:00:00Z,НИШ-МЕДИАНА,NIŠ-MEDIANA,NIŠ-MEDIANA,36.0,FAIR,GREEN,0,O3,36.0,2026-08-29T15:00:00Z,9.4,15.2,90.0,4.1,1.9,7.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,14.0,11.0,2.0,36.0,0.0
2026-08-29T18:00:00Z,НИШ-МЕДИАНА,NIŠ-MEDIANA,NIŠ-MEDIANA,28.0,FAIR,GREEN,0,O3,28.0,2026-08-29T18:00:00Z,10.7,15.8,70.0,6.3,2.1,6.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,15.0,12.0,3.0,28.0,0.0
