valid_time,Value_sc,Value_sl,Value_e,european_aqi,aqi_band,aqi_color,aqi_level,dominant_pollutant,dominant_pollutant_aqi,critical_time,pm2_5,pm10,ozone,nitrogen_dioxide,sulphur_dioxide,dust,source_domain,source,aggregation,aqi_pm2_5,aqi_pm10,aqi_no2,aqi_o3,aqi_so2
2026-08-28T21:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,33.0,FAIR,GREEN,0,O3,33.0,2026-08-28T21:00:00Z,10.3,14.1,82.0,4.0,13.4,3.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,21.0,17.0,2.0,33.0,3.0
2026-08-29T00:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,28.0,FAIR,GREEN,0,O3,28.0,2026-08-29T00:00:00Z,7.8,10.1,70.0,3.9,8.1,2.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,21.0,17.0,2.0,28.0,2.0
2026-08-29T03:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,27.0,FAIR,GREEN,0,O3,27.0,2026-08-29T03:00:00Z,7.8,11.6,68.0,4.5,8.1,4.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,21.0,17.0,2.0,27.0,2.0
2026-08-29T06:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,29.0,FAIR,GREEN,0,O3,29.0,2026-08-29T08:00:00Z,10.3,17.7,72.0,4.6,11.5,8.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,21.0,17.0,2.0,29.0,2.0
2026-08-29T09:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,36.0,FAIR,GREEN,0,O3,36.0,2026-08-29T11:00:00Z,14.6,33.0,91.0,3.8,12.1,20.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,22.0,19.0,2.0,36.0,2.0
2026-08-29T12:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,38.0,FAIR,GREEN,0,O3,38.0,2026-08-29T13:00:00Z,16.3,29.7,95.0,1.6,6.0,23.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,23.0,20.0,1.0,38.0,1.0
2026-08-29T15:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,37.0,FAIR,GREEN,0,O3,37.0,2026-08-29T15:00:00Z,16.6,35.0,93.0,2.6,4.3,18.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,24.0,21.0,1.0,37.0,1.0
2026-08-29T18:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,32.0,FAIR,GREEN,0,O3,32.0,2026-08-29T18:00:00Z,17.3,29.2,79.0,6.0,4.4,12.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,23.0,21.0,3.0,32.0,1.0
2026-08-29T21:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,25.0,FAIR,GREEN,0,PM2.5,25.0,2026-08-29T23:00:00Z,16.6,27.5,59.0,7.0,3.6,10.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,25.0,22.0,4.0,24.0,1.0
2026-08-30T00:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,27.0,FAIR,GREEN,0,PM2.5,27.0,2026-08-30T02:00:00Z,15.9,26.5,44.0,7.4,3.6,6.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,27.0,24.0,4.0,18.0,1.0
2026-08-30T03:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,29.0,FAIR,GREEN,0,PM2.5,29.0,2026-08-30T05:00:00Z,17.5,20.7,38.0,8.3,3.6,8.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,29.0,25.0,4.0,15.0,1.0
2026-08-30T06:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,31.0,FAIR,GREEN,0,PM2.5,31.0,2026-08-30T07:00:00Z,16.9,24.0,73.0,4.5,6.0,14.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,31.0,26.0,2.0,29.0,1.0
2026-08-30T09:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,40.0,FAIR,GREEN,0,O3,40.0,2026-08-30T11:00:00Z,12.7,23.0,99.0,1.3,5.2,14.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,32.0,26.0,1.0,40.0,1.0
2026-08-30T12:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,40.0,FAIR,GREEN,0,O3,40.0,2026-08-30T12:00:00Z,11.1,21.5,99.0,0.9,2.9,13.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,32.0,25.0,0.0,40.0,1.0
2026-08-30T15:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,40.0,FAIR,GREEN,0,O3,40.0,2026-08-30T15:00:00Z,10.1,20.5,99.0,1.5,1.6,12.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,30.0,24.0,1.0,40.0,0.0
2026-08-30T18:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,34.0,FAIR,GREEN,0,O3,34.0,2026-08-30T18:00:00Z,11.5,23.8,86.0,5.3,1.9,10.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,29.0,23.0,3.0,34.0,0.0
2026-08-30T21:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,27.0,FAIR,GREEN,0,PM2.5,27.0,2026-08-30T21:00:00Z,14.2,26.5,55.0,5.6,2.1,10.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,27.0,22.0,3.0,22.0,0.0
2026-08-31T00:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,26.0,FAIR,GREEN,0,PM2.5,26.0,2026-08-31T00:00:00Z,15.6,29.7,43.0,5.5,2.3,10.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,26.0,22.0,3.0,17.0,0.0
2026-08-31T03:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,26.0,FAIR,GREEN,0,PM2.5,26.0,2026-08-31T03:00:00Z,17.7,34.3,36.0,8.0,3.6,11.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,26.0,24.0,4.0,14.0,1.0
2026-08-31T06:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,34.0,FAIR,GREEN,0,O3,34.0,2026-08-31T08:00:00Z,17.2,31.9,84.0,6.9,14.4,12.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,26.0,25.0,3.0,34.0,3.0
2026-08-31T09:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,49.0,MODERATE,YELLOW,1,O3,49.0,2026-08-31T11:00:00Z,17.7,36.2,113.0,2.3,10.1,14.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,27.0,27.0,1.0,49.0,2.0
2026-08-31T12:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,51.0,MODERATE,YELLOW,1,O3,51.0,2026-08-31T13:00:00Z,20.0,35.1,116.0,1.2,6.8,17.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,29.0,28.0,1.0,51.0,1.0
2026-08-31T15:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,53.0,MODERATE,YELLOW,1,O3,53.0,2026-08-31T15:00:00Z,23.1,37.6,119.0,2.5,8.6,17.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,32.0,30.0,1.0,53.0,2.0
2026-08-31T18:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,38.0,FAIR,GREEN,0,O3,38.0,2026-08-31T18:00:00Z,22.1,35.5,96.0,5.4,6.0,13.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,34.0,32.0,3.0,38.0,1.0
2026-08-31T21:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,36.0,FAIR,GREEN,0,PM2.5,36.0,2026-08-31T23:00:00Z,20.6,34.9,65.0,5.8,3.7,11.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,36.0,33.0,3.0,26.0,1.0
2026-09-01T00:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,37.0,FAIR,GREEN,0,PM2.5,37.0,2026-09-01T00:00:00Z,22.9,29.2,80.0,9.1,3.1,13.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,37.0,33.0,5.0,32.0,1.0
2026-09-01T03:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,37.0,FAIR,GREEN,0,O3,37.0,2026-09-01T03:00:00Z,6.9,10.8,92.0,2.7,1.0,4.0,cams_global,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,22.0,26.0,1.0,37.0,0.0
2026-09-01T06:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,40.0,FAIR,GREEN,0,O3,40.0,2026-09-01T08:00:00Z,7.3,11.4,99.0,3.2,1.0,8.0,cams_global,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,20.0,24.0,2.0,40.0,0.0
2026-09-01T09:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,49.0,MODERATE,YELLOW,1,O3,49.0,2026-09-01T11:00:00Z,8.2,16.8,113.0,1.3,0.9,10.0,cams_global,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,20.0,22.0,1.0,49.0,0.0
2026-09-01T12:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,51.0,MODERATE,YELLOW,1,O3,51.0,2026-09-01T13:00:00Z,7.3,14.3,117.0,0.7,0.7,10.0,cams_global,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,20.0,21.0,0.0,51.0,0.0
2026-09-01T15:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,50.0,MODERATE,YELLOW,1,O3,50.0,2026-09-01T15:00:00Z,5.3,8.6,115.0,2.4,0.6,4.0,cams_global,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,19.0,19.0,1.0,50.0,0.0
2026-09-01T18:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,38.0,FAIR,GREEN,0,O3,38.0,2026-09-01T18:00:00Z,4.8,6.6,94.0,3.8,0.7,1.0,cams_global,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,18.0,17.0,2.0,38.0,0.0
2026-09-01T21:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,31.0,FAIR,GREEN,0,O3,31.0,2026-09-01T21:00:00Z,4.5,5.9,78.0,5.0,0.9,1.0,cams_global,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,15.0,14.0,3.0,31.0,0.0
2026-09-02T00:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,26.0,FAIR,GREEN,0,O3,26.0,2026-09-02T00:00:00Z,4.4,5.7,66.0,5.4,1.0,0.0,cams_global,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,13.0,11.0,3.0,26.0,0.0
2026-09-02T03:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,,,,,,,,,,,,,,,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,,,,,
2026-09-02T06:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,,,,,,,,,,,,,,,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,,,,,
2026-09-02T09:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,,,,,,,,,,,,,,,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,,,,,
2026-09-02T12:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,,,,,,,,,,,,,,,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,,,,,
2026-09-02T15:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,,,,,,,,,,,,,,,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,,,,,
2026-09-02T18:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,,,,,,,,,,,,,,,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,,,,,
2026-09-02T21:00:00Z,БАЧКА ТОПОЛА,BAČKA TOPOLA,BAČKA TOPOLA,,,,,,,,,,,,,,,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,,,,,
2026-08-28T00:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,24.0,FAIR,GREEN,0,O3,24.0,2026-08-28T00:00:00Z,8.2,13.5,60.0,7.6,2.4,1.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,20.0,15.0,4.0,24.0,0.0
2026-08-28T03:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,22.0,FAIR,GREEN,0,O3,22.0,2026-08-28T03:00:00Z,7.9,10.7,56.0,7.2,2.8,0.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,20.0,14.0,4.0,22.0,1.0
2026-08-28T06:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,32.0,FAIR,GREEN,0,O3,32.0,2026-08-28T08:00:00Z,8.8,17.4,81.0,7.2,14.1,1.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,19.0,14.0,4.0,32.0,3.0
2026-08-28T09:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,61.0,POOR,ORANGE,2,O3,61.0,2026-08-28T11:00:00Z,16.0,30.1,134.0,4.8,22.9,2.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,19.0,15.0,2.0,61.0,5.0
2026-08-28T12:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,62.0,POOR,ORANGE,2,O3,62.0,2026-08-28T12:00:00Z,20.7,42.9,140.0,2.1,17.1,8.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,22.0,17.0,1.0,62.0,3.0
2026-08-28T15:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,61.0,POOR,ORANGE,2,O3,61.0,2026-08-28T15:00:00Z,21.1,45.6,134.0,5.1,10.9,11.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,24.0,21.0,3.0,61.0,2.0
2026-08-28T18:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,47.0,MODERATE,YELLOW,1,O3,47.0,2026-08-28T18:00:00Z,18.2,32.5,110.0,9.3,13.4,8.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,26.0,23.0,5.0,47.0,3.0
2026-08-28T21:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,29.0,FAIR,GREEN,0,O3,29.0,2026-08-28T21:00:00Z,9.6,15.1,73.0,9.2,13.0,4.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,26.0,23.0,5.0,29.0,3.0
2026-08-29T00:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,26.0,FAIR,GREEN,0,O3,26.0,2026-08-29T00:00:00Z,8.2,12.8,64.0,8.4,13.0,4.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,25.0,23.0,4.0,26.0,3.0
2026-08-29T03:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,26.0,FAIR,GREEN,0,PM2.5,26.0,2026-08-29T03:00:00Z,8.5,15.5,65.0,6.8,13.0,5.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,26.0,23.0,3.0,26.0,3.0
2026-08-29T06:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,32.0,FAIR,GREEN,0,O3,32.0,2026-08-29T08:00:00Z,12.7,23.9,80.0,6.7,18.7,9.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,26.0,24.0,3.0,32.0,4.0
2026-08-29T09:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,36.0,FAIR,GREEN,0,O3,36.0,2026-08-29T11:00:00Z,17.5,32.5,91.0,4.0,18.3,14.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,27.0,24.0,2.0,36.0,4.0
2026-08-29T12:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,39.0,FAIR,GREEN,0,O3,39.0,2026-08-29T13:00:00Z,18.2,28.4,97.0,1.4,6.7,14.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,27.0,24.0,1.0,39.0,1.0
2026-08-29T15:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,37.0,FAIR,GREEN,0,O3,37.0,2026-08-29T15:00:00Z,17.5,29.8,93.0,3.0,3.9,23.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,26.0,23.0,2.0,37.0,1.0
2026-08-29T18:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,30.0,FAIR,GREEN,0,O3,30.0,2026-08-29T18:00:00Z,19.9,38.5,76.0,7.0,4.4,22.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,26.0,22.0,4.0,30.0,1.0
2026-08-29T21:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,28.0,FAIR,GREEN,0,PM2.5,28.0,2026-08-29T23:00:00Z,21.2,33.7,59.0,7.8,7.1,18.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,28.0,24.0,4.0,24.0,1.0
2026-08-30T00:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,31.0,FAIR,GREEN,0,PM2.5,31.0,2026-08-30T02:00:00Z,19.6,34.6,43.0,8.4,6.3,14.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,31.0,27.0,4.0,17.0,1.0
2026-08-30T03:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,33.0,FAIR,GREEN,0,PM2.5,33.0,2026-08-30T05:00:00Z,14.8,32.0,28.0,8.4,4.6,9.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,33.0,29.0,4.0,11.0,1.0
2026-08-30T06:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,34.0,FAIR,GREEN,0,PM2.5,34.0,2026-08-30T07:00:00Z,18.1,26.8,69.0,5.8,8.5,13.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,34.0,30.0,3.0,28.0,2.0
2026-08-30T09:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,41.0,MODERATE,YELLOW,1,O3,41.0,2026-08-30T11:00:00Z,17.8,26.2,101.0,1.6,8.2,19.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,35.0,30.0,1.0,41.0,2.0
2026-08-30T12:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,40.0,FAIR,GREEN,0,O3,40.0,2026-08-30T12:00:00Z,15.5,25.7,100.0,1.0,3.8,20.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,35.0,30.0,1.0,40.0,1.0
2026-08-30T15:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,41.0,MODERATE,YELLOW,1,O3,41.0,2026-08-30T15:00:00Z,11.9,22.9,101.0,2.6,2.5,16.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,34.0,29.0,1.0,41.0,1.0
2026-08-30T18:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,34.0,FAIR,GREEN,0,O3,34.0,2026-08-30T18:00:00Z,15.6,29.0,84.0,6.5,3.1,16.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,33.0,29.0,3.0,34.0,1.0
2026-08-30T21:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,32.0,FAIR,GREEN,0,PM2.5,32.0,2026-08-30T21:00:00Z,16.8,30.2,63.0,9.1,3.8,15.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,32.0,28.0,5.0,25.0,1.0
2026-08-31T00:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,31.0,FAIR,GREEN,0,PM2.5,31.0,2026-08-31T00:00:00Z,18.4,33.1,52.0,9.4,4.2,14.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,31.0,28.0,5.0,21.0,1.0
2026-08-31T03:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,32.0,FAIR,GREEN,0,PM2.5,32.0,2026-08-31T05:00:00Z,22.6,38.5,38.0,13.8,9.7,13.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,32.0,28.0,7.0,15.0,2.0
2026-08-31T06:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,33.0,FAIR,GREEN,0,PM2.5,33.0,2026-08-31T07:00:00Z,23.6,37.6,78.0,11.5,16.3,13.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,33.0,29.0,6.0,31.0,3.0
2026-08-31T09:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,59.0,MODERATE,YELLOW,1,O3,59.0,2026-08-31T11:00:00Z,28.3,50.0,129.0,4.8,19.0,19.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,35.0,31.0,2.0,59.0,4.0
2026-08-31T12:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,60.0,MODERATE,YELLOW,1,O3,60.0,2026-08-31T12:00:00Z,30.1,51.2,131.0,1.9,17.1,20.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,39.0,34.0,1.0,60.0,3.0
2026-08-31T15:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,58.0,MODERATE,YELLOW,1,O3,58.0,2026-08-31T15:00:00Z,33.0,52.2,127.0,3.3,15.4,20.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,47.0,37.0,2.0,58.0,3.0
2026-08-31T18:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,57.0,MODERATE,YELLOW,1,PM2.5,57.0,2026-08-31T20:00:00Z,33.6,52.5,111.0,4.3,15.0,16.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,57.0,41.0,2.0,47.0,3.0
2026-08-31T21:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,61.0,POOR,ORANGE,2,PM2.5,61.0,2026-08-31T22:00:00Z,32.8,51.8,74.0,5.6,10.2,15.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,61.0,47.0,3.0,30.0,2.0
2026-09-01T00:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,62.0,POOR,ORANGE,2,PM2.5,62.0,2026-09-01T01:00:00Z,31.0,55.9,58.0,36.5,7.9,39.0,cams_europe,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,62.0,61.0,18.0,23.0,2.0
2026-09-01T03:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,61.0,POOR,ORANGE,2,PM10,61.0,2026-09-01T03:00:00Z,22.5,37.8,54.0,29.3,3.5,25.0,cams_global,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,48.0,61.0,15.0,22.0,1.0
2026-09-01T06:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,58.0,MODERATE,YELLOW,1,PM10,58.0,2026-09-01T06:00:00Z,9.2,14.4,94.0,7.5,1.7,6.0,cams_global,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,47.0,58.0,4.0,38.0,0.0
2026-09-01T09:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,52.0,MODERATE,YELLOW,1,O3,52.0,2026-09-01T11:00:00Z,11.1,22.8,118.0,1.8,1.4,21.0,cams_global,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,42.0,50.0,1.0,52.0,0.0
2026-09-01T12:00:00Z,БАЧКИ ПЕТРОВАЦ,BAČKI PETROVAC,BAČKI PETROVAC,54.0,MODERATE,YELLOW,1,O3,54.0,2026-09-01T13:00:00Z,12.2,27.2,121.0,1.0,1.4,25.0,cams_global,CAMS Europe/Global via Open-Meteo,maximum hourly risk/value within 3-hour slot,39.0,40.0,1.0,54.0,0.0
