Municipality_DOM_ID,Value_e,Value_sl,Value_sc,date,day_index,model_run,gefs_tmax,icon_tmax,multimodel_tmax,p_below_30,p_30_35,p_35_38,p_38_40,p_ge_40,dominant_category,temperature_category_sr,temperature_color,dominant_category_probability,warmest_valid_time,warmest_period_start_local,warmest_period_end_local,warmest_period_local,warmest_period_resolution_hours,models,gefs_members,icon_members,status,gefs_p_below_30,icon_p_below_30,gefs_p_30_35,icon_p_30_35,gefs_p_35_38,icon_p_35_38,gefs_p_38_40,icon_p_38_40,gefs_p_ge_40,icon_p_ge_40
80012,ADA,ADA,АДА,2026-08-23,0,2026-08-23T00:00:00+00:00,30.8,29.2,30.0,61.3,38.7,0.0,0.0,0.0,below_30,Уобичајена температура,GREEN,61.3,2026-08-23T15:00:00+00:00,14,17,14–17 h,3,GEFS | ICON-EU EPS,31,40,EXPERIMENTAL / NOT CALIBRATED,22.6,100.0,77.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80209,KIKINDA,KIKINDA,КИКИНДА,2026-08-23,0,2026-08-23T00:00:00+00:00,31.2,29.9,30.5,40.9,59.1,0.0,0.0,0.0,30_35,Тропски дан,YELLOW,59.1,2026-08-23T15:00:00+00:00,14,17,14–17 h,3,GEFS | ICON-EU EPS,31,40,EXPERIMENTAL / NOT CALIBRATED,19.4,62.5,80.6,37.5,0.0,0.0,0.0,0.0,0.0,0.0
80365,SENTA,SENTA,СЕНТА,2026-08-23,0,2026-08-23T00:00:00+00:00,30.7,28.7,29.7,62.9,37.1,0.0,0.0,0.0,below_30,Уобичајена температура,GREEN,62.9,2026-08-23T15:00:00+00:00,14,17,14–17 h,3,GEFS | ICON-EU EPS,31,40,EXPERIMENTAL / NOT CALIBRATED,25.8,100.0,74.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80489,ČOKA,ČOKA,ЧОКА,2026-08-23,0,2026-08-23T00:00:00+00:00,30.8,29.4,30.1,57.9,42.1,0.0,0.0,0.0,below_30,Уобичајена температура,GREEN,57.9,2026-08-23T12:00:00+00:00,11,14,11–14 h,3,GEFS | ICON-EU EPS,31,40,EXPERIMENTAL / NOT CALIBRATED,25.8,90.0,74.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0
80276,NOVI KNEŽEVAC,NOVI KNEŽEVAC,НОВИ КНЕЖЕВАЦ,2026-08-23,0,2026-08-23T00:00:00+00:00,30.8,29.1,30.0,61.7,38.3,0.0,0.0,0.0,below_30,Уобичајена температура,GREEN,61.7,2026-08-23T15:00:00+00:00,14,17,14–17 h,3,GEFS | ICON-EU EPS,31,40,EXPERIMENTAL / NOT CALIBRATED,25.8,97.5,74.2,2.5,0.0,0.0,0.0,0.0,0.0,0.0
80195,KANJIŽA,KANJIŽA,КАЊИЖА,2026-08-23,0,2026-08-23T00:00:00+00:00,30.7,28.7,29.7,62.9,37.1,0.0,0.0,0.0,below_30,Уобичајена температура,GREEN,62.9,2026-08-23T15:00:00+00:00,14,17,14–17 h,3,GEFS | ICON-EU EPS,31,40,EXPERIMENTAL / NOT CALIBRATED,25.8,100.0,74.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70521,ŽABARI,ŽABARI,ЖАБАРИ,2026-08-23,0,2026-08-23T00:00:00+00:00,31.6,30.4,31.0,17.7,82.3,0.0,0.0,0.0,30_35,Тропски дан,YELLOW,82.3,2026-08-23T15:00:00+00:00,14,17,14–17 h,3,GEFS | ICON-EU EPS,31,40,EXPERIMENTAL / NOT CALIBRATED,12.9,22.5,87.1,77.5,0.0,0.0,0.0,0.0,0.0,0.0
70530,ŽAGUBICA,ŽAGUBICA,ЖАГУБИЦА,2026-08-23,0,2026-08-23T00:00:00+00:00,28.2,28.1,28.2,100.0,0.0,0.0,0.0,0.0,below_30,Уобичајена температура,GREEN,100.0,2026-08-23T15:00:00+00:00,14,17,14–17 h,3,GEFS | ICON-EU EPS,31,40,EXPERIMENTAL / NOT CALIBRATED,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70912,PETROVAC NA MLAVI,PETROVAC NA MLAVI,ПЕТРОВАЦ НА МЛАВИ,2026-08-23,0,2026-08-23T00:00:00+00:00,29.8,29.9,29.8,54.9,45.1,0.0,0.0,0.0,below_30,Уобичајена температура,GREEN,54.9,2026-08-23T15:00:00+00:00,14,17,14–17 h,3,GEFS | ICON-EU EPS,31,40,EXPERIMENTAL / NOT CALIBRATED,54.8,55.0,45.2,45.0,0.0,0.0,0.0,0.0,0.0,0.0
70696,KUČEVO,KUČEVO,КУЧЕВО,2026-08-23,0,2026-08-23T00:00:00+00:00,29.4,28.5,29.0,90.3,9.7,0.0,0.0,0.0,below_30,Уобичајена температура,GREEN,90.3,2026-08-23T15:00:00+00:00,14,17,14–17 h,3,GEFS | ICON-EU EPS,31,40,EXPERIMENTAL / NOT CALIBRATED,80.6,100.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
